id,Kanji,Strokes,Grade,"Kanji Classification",JLPT-test,"Name of Radical","Reading within Joyo","Reading beyond Joyo","# of On","On within Joyo","Kanji ID in Nelson","# of Meanings of On","Translation of On","# of Kun within Joyo with inflections","# of Kun within Joyo without inflections","Kun within Joyo","# of Meanings of Kun","Translation of Kun","Year of Inclusion"
136,仮,6,5,"形声 Phonetic",1,"Hito, Ninben, Hitoyane",カ、[ケ]、かり,たと,2,"ka, [ke]",144,1,"(Buddhist) vanity",1,1,kari,14,"tempory, provisional; informal, unauthorized; fleeting; assumed (name); interim; acting; temporarily, provisionally; for example; for argument's sake; even for an instant; even as a joke",1981
137,何,7,2,"形声 Phonetic",4,"Hito, Ninben, Hitoyane",カ、なに、[なん],いず,1,ka,169,1,what,2,2,"nani, [nan]",1,what,1981
138,花,7,1,"形声 Phonetic",3,Kusakanmuri,カ、はな,ケ、ゲ、あや,1,ka,4980,1,flower,1,1,hana,12,"flower, blossom; cherry blossoms; essence, spirit, pride; pearl; youth; best days; beautiful woman, flower arrangement; flower-card game",1981
139,佳,8,7,"形声 Phonetic",1,"Hito, Ninben, Hitoyane",カ,ケ、よ,1,ka,194,3,"good, excellent, beautiful",0,0,-,0,-,1981
140,価,8,5,"形声 Phonetic",1,"Hito, Ninben, Hitoyane",カ、あたい,,1,ka,188,4,"price, cost, value, worth",1,1,atai,4,"price, cost, value, worth",1981
141,果,8,4,"象形 Pictographic",2,"Ki, Kihen",カ、は-たす、は-てる、は-て,くだもの,1,ka,2594,2,"fruit, reward",3,1,"ha(tasu), ha(teru), ha(te)",16,"carry out, achieve, complete; realize, perform, fulfill; end, be finished, be exhausted; die, perish; limit, bounds, extremity, result; fate",1981
142,河,8,5,"形声 Phonetic",2,"Mizu, Sanzui, Shitamizu",カ、かわ,,1,ka,3102,2,"river, stream",1,1,kawa,2,"river, stream",1981
143,苛,8,7,"形声 Phonetic",-,Kusakanmuri,カ,,1,ka,5006,3,"torment, scold, chastise",0,0,-,0,-,2010
144,科,9,2,"会意 Com. Ideographic",2,"Nogi, Nogihen",カ,しな、とが,1,ka,4130,8,"course, branch, department, faculty, school, college; arm (of defense); family (in biology)",0,0,-,0,-,1981
145,架,9,7,"形声 Phonetic",1,"Ki, Kihen",カ、か-ける、か-かる,,1,ka,2632,6,"frame, mount, stand, support; hang up; shelf",2,1,"ka(keru), ka(karu)",2,"build (a bridge), hang",1981
146,夏,10,2,"象形 Pictographic",3,Suinyoo,カ、[ゲ]、なつ,,2,"ka, [ge]",1120,1,summer,1,1,natsu,1,summer,1981
147,家,10,2,"会意 Com. Ideographic",3,Ukanmuri,カ、ケ、いえ、や,,2,"ka, 	ke",1337,1,house,2,2,"ie, ya",12,"house, home, residence; housing; family, household; family name; fortune; shop, store, seller; dealer",1981
148,荷,10,3,"形声 Phonetic",2,Kusakanmuri,カ、に,,1,ka,5059,1,"shoulder-pole load",1,1,ni,5,"load, baggage, freight, cargo; burden",1981
149,華,10,7,"象形 Pictographic",1,Kusakanmuri,カ、[ケ]、はな,,2,"ka, [ke]",5058,4,"flower, petal, shining, luster, China",1,1,hana,1,flower,1981
150,菓,11,7,"形声 Phonetic",2,Kusakanmuri,カ,,1,ka,5095,2,"cakes; fruit",0,0,-,0,-,1981
151,貨,11,4,"形声 Phonetic",2,"Kai, Kaihen",カ,,1,ka,5781,3,"property, freight, goods",0,0,-,0,-,1981
152,渦,12,7,"形声 Phonetic",1,"Mizu, Sanzui, Shitamizu",カ、うず,,1,ka,3241,3,"eddy, whirlpool, vortex",1,1,uzu,3,"eddy, whirlpool, vortex",1981
153,過,12,5,"形声 Phonetic",2,Shinnyoo,カ、す-ぎる、す-ごす、あやま-つ、あやま-ち,よぎ,1,ka,6090,2,"excess; error",4,2,"su(giru), su(gosu), ayama(tsu), ayama(chi)",13,"pass, go past; elapse; exceed; spend; tide over; go through; live, (eat) too much; err; fault, error, indiscretion",1981
154,嫁,13,7,"形声 Phonetic",1,"Onna, Onnahen",カ、よめ、とつ-ぐ,,1,ka,1256,3,"marry (a man); be married to; blame",2,2,"yome, totsu(gu)",5,"marry off; get married; bride, young wife, daughter-in law",1981
155,暇,13,7,"形声 Phonetic",1,"Nichi, Nichihen",カ、ひま,いとま,1,ka,2501,2,"rest, leisure",1,1,hima,6,"time; leisure; poor business; leave of absence; dismissal; divorce",1981
156,禍,13,7,"形声 Phonetic",1,"Shimesu, Shimesuhen",カ,ワ,1,ka,4102,2,"calamity, misfortune",0,0,-,0,-,1981
157,靴,13,7,"形声 Phonetic",2,"Kakunokawa, Kawahen",カ、くつ,,1,ka,6576,1,shoes,1,1,kutsu,2,"shoes, boots",1981
158,寡,14,7,"会意 Com. Ideographic",1,Ukanmuri,カ,やもめ,1,ka,1363,4,"minority, few, minimum; widow,",0,0,-,0,-,1981
159,歌,14,2,"形声 Phonetic",3,Akubi,カ、うた、うた-う,,1,ka,2945,4,"sing, recite, chant, carol",2,1,"uta, uta(u)",9,"sing, recite, chant, carol; poem, tanka, ballad, poetry; singing",1981
160,箇,14,7,"形声 Phonetic",1,"Take, Takekanmuri",カ,,1,ka,4315,1,"counters for things",0,0,-,0,-,1981
161,稼,15,7,"形声 Phonetic",1,"Nogi, Nogihen",カ、かせ-ぐ,,1,ka,4169,2,"work, earn money",1,1,kase(gu),2,"work, earn money",1981
162,課,15,4,"形声 Phonetic",2,"Gon, Gonben",カ,,1,ka,5644,5,"lesson; section, department; allotment, division",0,0,-,0,-,1981
163,蚊,10,7,"形声 Phonetic",1,"Mushi, Mushihen",か,,0,-,5288,0,-,1,1,ka,1,mosquito,1981
164,牙,4,7,"象形 Pictographic",-,"Kiba, Kibahen",ガ、[ゲ]、きば,,2,"ga, [ge]",3531,4,"tusk, fang, canine tooth, eyetooth",1,1,kiba,4,"tusk, fang, canine tooth, eyetooth",2010
165,瓦,5,7,"象形 Pictographic",1,Kawara,ガ、かわら,,1,ga,3690,1,tile,1,1,kawara,1,tile,2010
166,我,7,6,"仮借 Loan",1,"Hokogamae, Hokozukuri",ガ、われ、わ,,1,ga,2028,4,"ego, self, selfishness, egotism",2,2,"ware, wa",4,"I, oneself, self, ego",1981
167,画,8,2,"会意 Com. Ideographic",3,"Ta, Tahen",ガ、カク,エ、えが,2,"ga, 	kaku",3733,5,"picture, drawing, painting, sketch; stroke (in a character)",0,0,-,0,-,1981
168,芽,8,4,"形声 Phonetic",1,Kusakanmuri,ガ、め,,1,ga,5002,3,"sprout, spear, germ",1,1,me,3,"sprout, spear, germ",1981
169,賀,12,5,"会意 Com. Ideographic",1,"Kai, Kaihen",ガ,カ,1,ga,5790,4,"congratulations, felicitations, compliments, joy of the occasion",0,0,-,0,-,1981
170,雅,13,7,"形声 Phonetic",1,Furutori,ガ,みやび,1,ga,6505,2,"elegance, refined taste",0,0,-,0,-,1981
171,餓,15,7,"形声 Phonetic",1,"Shoku, Shokuhen",ガ,う,1,ga,6697,3,"be hungry, starve, thirst",0,0,-,0,-,1981
172,介,4,7,"象形 Pictographic",2,"Hito, Ninben, Hitoyane",カイ,ケ、すけ,1,kai,108,2,"shell, shellfish",0,0,-,0,-,1981
173,回,6,2,"象形 Pictographic",2,Kunigamae,カイ、[エ]、まわ-る、まわ-す,めぐ,2,"kai, [e]",941,8,"time; round, game, bout, heat, inning, innings; go around",2,1,"mawa(ru), mawa(su)",20,"and, turn, go around; revolve, rotate, spin, gyrate; patrol, tour; take effect (medicine); be distributed; be past (time); be transferred; circularize; pass around; forward, transmit; refer to; transfer; lend money",1981
174,灰,6,6,"会意 Com. Ideographic",2,"Hi, Hihen, Renga",カイ、はい,,1,kai,3396,1,ashes,1,1,hai,1,ashes,1981
175,会,6,2,"象形 Pictographic",3,"Hito, Ninben, Hitoyane",カイ、エ、あ-う,ケ,2,"kai, 	e",143,7,"Buddhist ceremony; understanding; meeting, assembly; party; association, club",1,1,a(u),2,"meet, interview",1981
176,快,7,5,"形声 Phonetic",2,"Kokoro, Risshinben, Shitagokoro",カイ、こころよ-い,,1,kai,1802,2,"pleasure, enjoyment",1,1,kokoroyo(i),6,"pleasant, agreeable, comfortable, refreshing, delightful; well (from illness)",1981
177,戒,7,7,"会意 Com. Ideographic",1,"Hokogamae, Hokozukuri",カイ、いまし-める,,1,kai,2027,2,"commandment; admonition",1,1,imashi(meru),3,"admonish, warn, prohibit",1981
178,改,7,4,"形声 Phonetic",2,Nobun,カイ、あらた-める、あらた-まる,,1,kai,2332,14,"change, modify, convert; renew, renovate; reform, mend, rectify; amend, revise, improve; examine, inspect, search",2,1,"arata(meru), arata(maru)",21,"change, modify, convert; renew, renovate; reform, mend, rectify; amend, revise, improve; examine, inspect, search; be renewed, be renovated; be modified, be revised; be improved, be reformed; be ceremonious",1981
179,怪,8,7,"形声 Phonetic",1,"Kokoro, Risshinben, Shitagokoro",カイ、あや-しい、あや-しむ,ケ,1,kai,1821,2,"mystery; apparition",2,1,"aya(shii), aya(shimu)",6,"doubt; be suspicious of; wonder at; undependable, mysterious, strange",1981
180,拐,8,7,"形声 Phonetic",1,Tehen,カイ,かどわか,1,kai,2107,2,"falsify, kidnap",0,0,-,0,-,1981
181,悔,9,7,"形声 Phonetic",1,"Kokoro, Risshinben, Shitagokoro",カイ、く-いる、く-やむ、くや-しい,ゲ,1,kai,1848,2,"repend, regret",3,2,"ku(iru), ku(yamu), kuya(shii)",8,"repend, regret;repent of; mourn for, condole with; vexing, regretable, mortifying",1981
182,海,9,2,"形声 Phonetic",3,"Mizu, Sanzui, Shitamizu",カイ、うみ,,1,kai,3133,2,"sea, ocean",1,1,umi,2,"sea, ocean",1981
183,界,9,3,"形声 Phonetic",3,"Ta, Tahen",カイ,さかい,1,kai,3739,4,"circle, world, boundary, limits",0,0,-,0,-,1981
184,皆,9,7,"会意 Com. Ideographic",2,Shiro,カイ、みな,みんな,1,kai,3869,3,"all, everybody, everything",1,1,mina,3,"all, everybody, everything",1981
185,械,11,4,"形声 Phonetic",2,"Ki, Kihen",カイ,,1,kai,2685,3,"fetters; machine; instrument",0,0,-,0,-,1981
186,絵,12,2,"形声 Phonetic",2,"Ito, Itohen",カイ、エ,,2,"kai, 	e",4488,7,"picture, drawing, painting, sketch, illustration, cut, print",0,0,-,0,-,1981
187,開,12,3,"会意 Com. Ideographic",3,Mongamae,カイ、ひら-く、ひら-ける、あ-く、あ-ける,,1,kai,6393,1,opening,4,2,"hira(ku), hira(keru), a(ku), a(keru)",43,"open, unfold, unroll, uncover, unpack, untie, unseal; establish; clear (land); pioneer; clear the way; convene; enlighten ( a country); bloom; differ, have a margin; widen (the space between); become civilized, become modernized; become sensible; be opened to traffic; feel relief; be open; grow, develop (a town); start, commence; become vacant, become empty, be disengaged, be free; empty, vacate; leave (a space); clear (the table); make (a hole); reserve (a seat), stay away from; dawn; end, expire, be over; begin",1981
188,階,12,3,"形声 Phonetic",2,Kozatohen,カイ,はし、しな,1,kai,6469,8,"stair, staircase; round; step; grade; story, floor; counter for stories (in a building)",0,0,-,0,-,1981
189,塊,13,7,"形声 Phonetic",1,"Tsuchi, Tsuchihen",カイ、かたまり,,1,kai,1070,6,"lump, chunk, clod, mass, clot, ingot",1,1,katamari,10,"lump, chunk, clod, mass; clump, cluster, group; flock; bigotry; personification (of)",1981
190,楷,13,7,"形声 Phonetic",-,"Ki, Kihen",カイ,,1,kai,2781,5,"square-character style; straight tree; correctness, rule, model",0,0,-,0,-,2010
191,解,13,5,"会意 Com. Ideographic",2,"Tsuno, Tsunohen",カイ、ゲ、と-く、と-かす、と-ける,ケ,2,"kai, 	ge",5548,5,"explanation, notes; key; excuse; understanding",3,1,"to(ku), to(kasu), to(keru)",23,"untie, undo, loosen, unpack; unravel, disentangle, unsew; dismantle; solve, answer; dispel; cancel; absolve; release; dismiss (a person); explain; comb out; get loose, come untied; relent; be solved, be dispelled; be relieved (of a job)",1981
192,潰,15,7,"形声 Phonetic",-,"Mizu, Sanzui, Shitamizu",カイ、つぶ-す、つぶ-れる,つい,1,kai,3335,9,"crush, smash, break; dissipate; waste(time); kill, butcher; demolish; melt down",2,1,"tsubu(su), tsubu(reru)",15,"be smashed, be destroyed, collapse; be defaced(type); be ruined; be worn down; crush, smash, break; dissipate; waste(time); kill, butcher; demolish; melt down",2010
193,壊,16,7,"形声 Phonetic",1,"Tsuchi, Tsuchihen",カイ、こわ-す、こわ-れる,エ,1,kai,1102,1,break,2,1,"kowa(su), kowa(reru)",9,"break; destroy; tear up; crack; smack; mar; be broken; be demolished; fall into ruin",1981
194,懐,16,7,"形声 Phonetic",1,"Kokoro, Risshinben, Shitagokoro",カイ、ふところ、なつ-かしい、なつ-かしむ、なつ-く、なつ-ける,いだ,1,kai,2003,2,"heart, feeling",5,2,"futokoro, natsu(kashii), natsu(kashimu), natsu(ku), natsu(keru)",13,"bosom, breast, heart; pocket, purse; dear, longed-for; yearning for; yearn for, miss someone; win over, win another’s heart; become attached to",1981
195,諧,16,7,"形声 Phonetic",-,"Gon, Gonben",カイ,,1,kai,5670,3,"harmony, order, suitability",0,0,-,0,-,2010
196,貝,7,1,"象形 Pictographic",2,"Kai, Kaihen",かい,,0,-,5766,0,-,1,1,kai,2,"shell, shellfish",1981
197,外,5,2,"会意 Com. Ideographic",4,Yuube,ガイ、ゲ、そと、ほか、はず-す、はず-れる,ウイ,2,"gai, 	ge",1125,4,"outside, without, beside, beyond the scope off",4,4,"soto, hoka, ha(zusu), hazu(reru)",29,"outside, exterior, open air; some other place; outside; the rest; take off, remove, unfasten, undo, detach, disconnect, put out off gear; miss, fail; avoid, evade, dodge; be off, come off, be or get out of place, be out of gear, run off the track, slip out or off, be dislocated, be disconnected, be off the hook (a phone), be unbuttoned, be unzipped",1981
198,劾,8,7,"形声 Phonetic",1,Chikara,ガイ,,1,gai,534,1,"criminal investigation",0,0,-,0,-,1981
199,害,10,4,"会意 Com. Ideographic",2,Ukanmuri,ガイ,,1,gai,1333,5,"injury, harm, damage, mischief, interference",0,0,-,0,-,1981
200,崖,11,7,"形声 Phonetic",1,"Yama, Yamahen",ガイ、がけ,,1,gai,1488,3,"cliff, bluff, precipice",1,1,gake,3,"cliff, bluff, precipice",2010
201,涯,11,7,"形声 Phonetic",1,"Mizu, Sanzui, Shitamizu",ガイ,,1,gai,3181,1,shore,0,0,-,0,-,1981
202,街,12,4,"形声 Phonetic",1,Gyoogamae,ガイ、[カイ]、まち,,2,"gai, [kai]",1759,3,"street, avenue; town",1,1,machi,3,"town; quarters; street",1981
203,慨,13,7,"形声 Phonetic",1,"Kokoro, Risshinben, Shitagokoro",ガイ,,1,gai,1944,1,"be sad",0,0,-,0,-,1981
204,蓋,13,7,"形声 Phonetic",1,Kusakanmuri,ガイ、ふた,かさ,1,gai,5155,1,cover,1,1,futa,4,"cover, lid, flap, hood",2010
205,該,13,7,"形声 Phonetic",1,"Gon, Gonben",ガイ,,1,gai,5601,1,"the said",0,0,-,0,-,1981
206,概,14,7,"形声 Phonetic",1,"Ki, Kihen",ガイ,おおむ,1,gai,2824,3,"approximation; condition, situation",0,0,-,0,-,1981
207,骸,16,7,"形声 Phonetic",-,"Hone, Honehen",ガイ,むくろ,1,gai,6789,2,"bone, body",0,0,-,0,-,2010
208,垣,9,7,"形声 Phonetic",1,"Tsuchi, Tsuchihen",かき,,0,-,1009,0,-,1,1,kaki,3,"fence, hedge, wall",1981
209,柿,9,7,"形声 Phonetic",-,"Ki, Kihen",かき,シ,0,-,2624,0,-,1,1,kaki,1,persimmon,2010
210,各,6,4,"会意 Com. Ideographic",2,"Kuchi, Kuchihen",カク、おのおの,,1,kaku,714,1,each,1,1,onoono,4,"each, every, either, respectively",1981
211,角,7,2,"象形 Pictographic",2,"Tsuno, Tsunohen",カク、かど、つの,すみ、ずみ,1,kaku,5543,5,"angle; corner; square; squared timber; target",2,2,"kado, tsuno",8,"corner, angle; edge; angularity; harshness; horn, feeler, tentacle",1981
212,拡,8,6,"形声 Phonetic",1,Tehen,カク,ひろ,1,kaku,2118,7,"expand, enlarge, widen; unfurl; open (arms or a package), stretch, spread",0,0,-,0,-,1981
213,革,9,6,"象形 Pictographic",2,"Kakunokawa, Kawahen",カク、かわ,,1,kaku,6570,1,"tanned leather",1,1,kawa,11,"skin; hide; leather; fur, pelt; bark; peeling, husk, shell; film, cream",1981
214,格,10,5,"形声 Phonetic",2,"Ki, Kihen",カク、[コウ],,2,"kaku, [koo]",2668,8,"status, rank; capacity, character; standard; a rule; a case (in law); case (in grammer)",0,0,-,0,-,1981
215,核,10,7,"形声 Phonetic",1,"Ki, Kihen",カク,,1,kaku,2660,4,"nucleus, core, seed, kernel",0,0,-,0,-,1981
216,殻,11,7,"会意 Com. Ideographic",1,Rumata,カク、から,,1,kaku,2996,7,"husk, hull, nutshell; cast-off skin; tofu refuse; corpse; earth's crust",1,1,kara,7,"husk, hull, nutshell; cast-off skin; tofu refuse; corpse; earth's crust",1981
217,郭,11,7,"形声 Phonetic",1,Oozato,カク,くるわ,1,kaku,6144,2,"enclosure; quarters",0,0,-,0,-,1981
218,覚,12,4,"形声 Phonetic",2,Miru,カク、おぼ-える、さ-ます、さ-める,,1,kaku,5529,8,"remember, memorize; learn, perceive; feel, experience, know; expect",3,2,"obo(eru), sa(masu), sa(meru)",12,"remember, memorize; learn, perceive; feel, experience, know; expect; awake, wake up; be disillusioned; sober up",1981
219,較,13,7,"形声 Phonetic",1,"Kuruma, Kurumahen",カク,コウ、くら,1,kaku,5959,3,"compare, balance, contrast",0,0,-,0,-,1981
220,隔,13,7,"形声 Phonetic",1,Kozatohen,カク、へだ-てる、へだ-たる,,1,kaku,6475,3,"distance, every other, alternate ",2,1,"heda(teru), heda(taru)",8,"separate, interpose; screen, shield; estrange; be distant from, be separated from, become estranged",1981
221,閣,14,6,"形声 Phonetic",1,Mongamae,カク,,1,kaku,6401,4,"tower, tall building, palace, cabinet (of a government)",0,0,-,0,-,1981
222,確,15,5,"形声 Phonetic",2,"Ishi, Ishihen",カク、たし-か、たし-かめる,,1,kaku,4039,4,"firm, tight, hard, solid",2,1,"tashi(ka), tashi(kameru)",21,"ascertain, confirm, verify; sure, positive; accurate; reliable; sound, firm; clear, evident; genuine; able, competent; sober, sane; I think; if I remember right; certainly, doubtless; for certain",1981
223,獲,16,7,"形声 Phonetic",1,"Inu, Kemonohen",カク、え-る,,1,kaku,3609,11,"get, acquire, find, earn, win, gain, receive; can, be able to, may; commit (sin)",1,1,e(ru),11,"get, acquire, find, earn, win, gain, receive; can, be able to, may; commit (sin)",1981
224,嚇,17,7,"形声 Phonetic",-,"Kuchi, Kuchihen",カク,,1,kaku,915,3,"threaten; frighten; intimidate",0,0,-,0,-,1981
225,穫,18,7,"形声 Phonetic",1,"Nogi, Nogihen",カク,か,1,kaku,4180,2,"harvest, reap",0,0,-,0,-,1981
226,学,8,1,"会意 Com. Ideographic",4,"Ko, Kohen",ガク、まな-ぶ,,1,gaku,1294,5,"learning, study, science, scholarship, erudition",1,1,mana(bu),2,"learn, study",1981
227,岳,8,7,"象形 Pictographic",1,"Yama, Yamahen",ガク、たけ,,1,gaku,1457,2,"peak, mountain",1,1,take,2,"peak, mountain",1981
228,楽,13,2,"象形 Pictographic",3,"Ki, Kihen",ガク、ラク、たの-しい、たの-しむ,,2,"gaku, 	raku",2790,6,"music; comfort, ease, relief; pleasure; concluding program",2,1,"tano(shii), tano(shimu)",7,"enjoy; amuse oneself; anticipate; merry, pleasant, cheerful, joyful",1981
229,額,18,5,"形声 Phonetic",2,Oogai,ガク、ひたい,ぬか,1,gaku,6644,8,"tablet, plaque, framed picture; sum, quantity, amount, volume; denomination",1,1,hitai,2,"forehead, brow",1981
230,顎,18,7,"形声 Phonetic",-,Oogai,ガク、あご,,1,gaku,6643,1,jaw,1,1,ago,2,"jaw, chin",2010
231,掛,11,7,"形声 Phonetic",2,Tehen,か-ける、か-かる、かかり,,0,-,2214,0,-,3,2,"ka(keru), ka(karu), kakari",52,"hang on, be suspended from, be caught, be trapped; be built; begin; arrive at; require, cost; play against, oppose; be splashed; weigh (a pound); be levied; (the instrument or tool) works; attack, fall on; is now showing at; consult; depend (on a son); hang, set up (a ladder); cover; construct, install; sit down; sprinkle, pour on; put on; ring up; weigh; multiply; levy; pay (in installments); anchor; start (a machine); wind, turn on (radio); spend on; offer (prizes); put (under treatment); set (on fire); duty; person in charge; expenses, charges; tax; dependence (on someone); scale; outward appearance; construction; beginning; bite (of a tool)",1981
232,潟,15,7,"形声 Phonetic",1,"Mizu, Sanzui, Shitamizu",かた,,0,-,3328,0,-,1,1,kata,1,lagoon,1981
233,括,9,7,"形声 Phonetic",1,Tehen,カツ,くく,1,katsu,2143,4,"tie up, hang (someone); arrest; fasten",0,0,-,0,-,1981
234,活,9,2,"形声 Phonetic",2,"Mizu, Sanzui, Shitamizu",カツ,い,1,katsu,3132,3,"living; being helped; resuscitation",0,0,-,0,-,1981
235,喝,11,7,"形声 Phonetic",1,"Kuchi, Kuchihen",カツ,,1,katsu,824,2,"scold, get hoarse",0,0,-,0,-,1981
236,渇,11,7,"形声 Phonetic",1,"Mizu, Sanzui, Shitamizu",カツ、かわ-く,,1,katsu,3195,1,thirst,1,1,kawa(ku),4,"be thirsty; feel dry; dry up, be parched",1981
237,割,12,6,"形声 Phonetic",2,"Katana, Rittoo",カツ、わ-る、わり、わ-れる、さ-く,き,1,katsu,507,10,"divide, cut, halve; separate; split, rip; break, crack, smash; dilute",4,3,"wa(ru), wari, wa(reru), sa(ku)",19,"divide, break, rate, percentage",1981
238,葛,12,7,"形声 Phonetic",-,Kusakanmuri,カツ、くず,つづら、かずら,1,katsu,5126,2,"arrowroot, a strong-fiber vine",1,1,kuzu,2,"arrowroot; arrowroot starch",2010
239,滑,13,7,"形声 Phonetic",1,"Mizu, Sanzui, Shitamizu",カツ、コツ、すべ-る、なめ-らか,,2,"katsu, kotsu",3282,6,"slide, glide, skate; be slippery; slip; fail in exams",2,2,"sube(ru), name(raka)",7,"slide, glide, skate; be slippery; slip; fail in exams; smooth",1981
