id,"Comp. Word",Frequency,"Grammatical Feature",Pronunciation,"English Translation",Position,Kanji,KanjiID
22455,肩衣,6,"general noun",kataginu,"sleeveless ceremonial robe for samurai",R,衣,16
22676,直衣,6,"general noun",naosi,"everyday robes worn by males of the imperial family, nobility, etc. ",R,衣,16
23163,粗衣,5,"general noun",soi,"simple clothes",R,衣,16
23233,唐衣,5,"general noun",karaginu,"short coat for noblewomen",R,衣,16
23756,浄衣,4,"general noun",zyooe,"white robe or costume",R,衣,16
23848,地衣,4,"general noun",tii,lichen,R,衣,16
24688,胴衣,3,"general noun",dooi,"padded, sleeveless undergarment",R,衣,16
24829,胞衣,3,"general noun",ena,afterbirth,R,衣,16
27332,糖衣,1,"general noun",tooi,"sugar coating",R,衣,16
27566,便衣,1,"general noun",beni,"convenient clothes",R,衣,16
1048,位置,11290,"light-verb -suru attached",iti,place,L,位,17
12632,位牌,107,"general noun",ihai,"Buddhist mortuary tablet",L,位,17
14448,位相,65,"general noun",isoo,phase,L,位,17
18270,位階,22,"general noun",ikai,"court rank",L,位,17
25009,位地,2,"general noun",iti,place,L,位,17
26167,位記,1,"general noun",iki,"court rank diploma",L,位,17
533,首位,21213,"general noun",syui,"first place",R,位,17
599,順位,19416,"general noun",zyuni,order,R,位,17
850,上位,14014,"general noun",zyooi,superior,R,位,17
1297,単位,8625,"general noun",tani,unit,R,位,17
1627,地位,6401,"general noun",tii,position,R,位,17
2279,優位,4014,"adjectival noun, na-adjective",yuui,predominance,R,位,17
3535,王位,2075,"general noun",ooi,"the throne",R,位,17
3764,下位,1862,"general noun",kai,"low rank",R,位,17
4056,部位,1608,"general noun",bui,part,R,位,17
4963,本位,1124,"general noun",honi,standard,R,位,17
5770,水位,822,"general noun",suii,"water level",R,位,17
5959,即位,772,"light-verb -suru attached",sokui,enthronement,R,位,17
6030,皇位,754,"general noun",kooi,"imperial throne",R,位,17
6164,優位,719,"general noun",yuui,predominance,R,位,17
6429,在位,654,"light-verb -suru attached",zaii,reign,R,位,17
6432,測位,653,"general noun",sokui,positioning,R,位,17
7305,段位,497,"general noun",dani,dan,R,位,17
7496,学位,466,"general noun",gakui,degree,R,位,17
7949,品位,404,"general noun",hini,grace,R,位,17
9552,方位,248,"general noun",hooi,direction,R,位,17
10093,同位,214,"general noun",dooi,"the same rank",R,位,17
10229,中位,206,"general noun",tyuui,medium,R,位,17
10398,低位,197,"general noun",teii,"lower position",R,位,17
11195,退位,158,"light-verb -suru attached",taii,abdication,R,位,17
11394,高位,150,"adjectival noun, na-adjective",kooi,dignity,R,位,17
11549,潮位,144,"general noun",tyooi,"tide level",R,位,17
11668,復位,139,"light-verb -suru attached",hukui,restoration,R,位,17
12439,各位,113,"general noun",kakui,everyone,R,位,17
13666,高位,81,"general noun",kooi,dignity,R,位,17
14783,体位,60,"general noun",taii,physique,R,位,17
15291,爵位,52,"general noun",syakui,peerage,R,位,17
15502,空位,49,"general noun",kuui,"vacant post",R,位,17
16019,代位,43,"light-verb -suru attached",daii,subrogation,R,位,17
16841,職位,34,"general noun",syokui,"employment position or rank",R,位,17
17101,官位,31,"general noun",kani,"office and rank",R,位,17
17579,気位,27,"general noun",kigurai,pride,R,位,17
18490,譲位,21,"light-verb -suru attached",zyooi,abdication,R,位,17
18517,電位,21,"general noun",deni,potential,R,位,17
18678,転位,20,"light-verb -suru attached",teni,transposition,R,位,17
18704,変位,20,"light-verb -suru attached",heni,"change of position",R,位,17
19905,帝位,14,"general noun",teii,"the throne",R,位,17
19931,風位,14,"general noun",huui,"wind direction",R,位,17
22084,叙位,7,"general noun",zyoi,investiture,R,位,17
22632,贈位,6,"light-verb -suru attached",zooi,"conferral of a posthumous rank",R,位,17
22963,金位,5,"general noun",kini,"fineness of gold",R,位,17
23166,僧位,5,"general noun",sooi,"priestly rank",R,位,17
23221,定位,5,"light-verb -suru attached",teii,position,R,位,17
23344,無位,5,"general noun",mui,"lacking rank",R,位,17
23698,次位,4,"general noun",zii,"second rank",R,位,17
23927,廃位,4,"general noun",haii,dethronement,R,位,17
25421,主位,2,"general noun",syui,"first place",R,位,17
26215,栄位,1,"general noun",eii,"exalted position",R,位,17
27796,霊位,1,"general noun",reii,"memorial tablet",R,位,17
901,囲碁,13057,"general noun",igo,go,L,囲,18
25012,囲繞,2,"light-verb -suru attached",izyoo,surrounding,L,囲,18
1018,周囲,11605,"general noun",syuui,surroundings,R,囲,18
1111,範囲,10623,"general noun",hani,extent,R,囲,18
3626,包囲,1980,"light-verb -suru attached",hooi,siege,R,囲,18
8880,腹囲,305,"general noun",hukui,"girth of the abdomen",R,囲,18
18294,胸囲,22,"general noun",kyooi,"chest measurement",R,囲,18
20882,四囲,10,"general noun",sii,surroundings,R,囲,18
26648,攻囲,1,"light-verb -suru attached",kooi,siege,R,囲,18
151,医療,51179,"general noun",iryoo,"medical care",L,医,19
311,医師,32234,"general noun",isi,doctor,L,医,19
1488,医学,7225,"general noun",igaku,"medical science",L,医,19
2839,医者,2895,"general noun",isya,doctor,L,医,19
3389,医大,2214,"general noun",idai,"medical university",L,医,19
3950,医院,1682,"general noun",iin,"doctor's office",L,医,19
4849,医科,1167,"general noun",ika,"medical science",L,医,19
6146,医薬,723,"general noun",iyaku,medicine,L,医,19
7923,医局,407,"general noun",ikyoku,"medical office",L,医,19
7960,医長,402,"general noun",ityoo,"medical director",L,医,19
8339,医務,359,"general noun",imu,"medical affairs",L,医,19
9007,医事,292,"general noun",izi,"medical practice",L,医,19
9348,医業,263,"general noun",igyoo,"medical practice",L,医,19
9470,医道,253,"general noun",idoo,"the art of medicine",L,医,19
15721,医術,46,"general noun",izyutu,medicine,L,医,19
18571,医用,20,"general noun",iyoo,"medical use",L,医,19
19524,医員,15,"general noun",iin,"medical staff",L,医,19
20788,医家,10,"general noun",ika,doctor,L,医,19
21479,医書,8,"general noun",isyo,"medical book",L,医,19
23441,医界,4,"general noun",ikai,"medical world",L,医,19
24128,医籍,3,"general noun",iseki,"register of physicians",L,医,19
24129,医方,3,"general noun",ihoo,"healing method",L,医,19
4491,獣医,1347,"general noun",zyuui,veterinarian,R,医,19
9406,軍医,258,"general noun",guni,"military physician or surgeon",R,医,19
9636,女医,242,"general noun",zyoi,"woman doctor",R,医,19
11832,名医,133,"general noun",meii,"noted doctor",R,医,19
13006,侍医,97,"general noun",zii,"court physician",R,医,19
18153,校医,23,"general noun",kooi,"school doctor",R,医,19
20945,船医,10,"general noun",seni,"ship's doctor",R,医,19
1138,依頼,10319,"light-verb -suru attached",irai,request,L,依,20
1597,依存,6578,"light-verb -suru attached",izon,dependence,L,依,20
2095,依然,4484,"possible to use as an adverb",izen,still,L,依,20
8838,依願,307,"general noun",igan,"in accordance with one's request",L,依,20
9539,依拠,248,"light-verb -suru attached",ikyo,dependence,L,依,20
23437,依託,4,"light-verb -suru attached",itaku,dependence,L,依,20
10841,帰依,173,"light-verb -suru attached",kie,devotion,R,依,20
16884,憑依,34,"general noun",hyooi,dependence,R,依,20
10,委員,150054,"general noun",iin,"committee member",L,委,21
1544,委託,6875,"light-verb -suru attached",itaku,"to a firm",L,委,21
5167,委任,1048,"light-verb -suru attached",inin,charge,L,委,21
6000,委嘱,760,"light-verb -suru attached",isyoku,entrusting,L,委,21
8128,委縮,381,"light-verb -suru attached",isyuku,withering,L,委,21
8805,委譲,311,"light-verb -suru attached",izyoo,transfer,L,委,21
19312,委細,16,"general noun",isai,details,L,委,21
24123,委曲,3,"general noun",ikyoku,details,L,委,21
1319,教委,8435,"general noun",kyooi,"Board of Education",R,委,21
6519,小委,632,"general noun",syooi,subcommittee,R,委,21
3507,威力,2091,"general noun",iryoku,power,L,威,22
5405,威信,948,"general noun",isin,dignity,L,威,22
5470,威嚇,924,"light-verb -suru attached",ikaku,menace,L,威,22
7443,威勢,475,"general noun",isei,power,L,威,22
7648,威圧,445,"light-verb -suru attached",iatu,coercion,L,威,22
8487,威厳,344,"general noun",igen,dignity,L,威,22
9935,威光,223,"general noun",ikoo,power,L,威,22
13483,威容,85,"general noun",iyoo,dignity,L,威,22
14118,威風,71,"general noun",ihuu,majesty,L,威,22
18119,威儀,23,"general noun",igi,dignity,L,威,22
19736,威令,14,"general noun",irei,authority,L,威,22
22343,威徳,6,"general noun",itoku,"virtue and influence",L,威,22
1399,脅威,7866,"general noun",kyooi,threat,R,威,22
2810,権威,2953,"general noun",keni,authority,R,威,22
5075,球威,1080,"general noun",kyuui,stuff,R,威,22
7278,猛威,502,"general noun",mooi,fury,R,威,22
9043,国威,289,"general noun",kokui,"national prestige",R,威,22
12830,示威,102,"general noun",zii,demonstration,R,威,22
21271,勢威,9,"general noun",seii,force,R,威,22
21398,暴威,9,"general noun",booi,tyranny,R,威,22
22577,神威,6,"general noun",sini,"god's majesty",R,威,22
23291,武威,5,"general noun",bui,"military power",R,威,22
24924,霊威,3,"general noun",reii,"mysterious power",R,威,22
1429,為替,7680,"general noun",kawase,"money order",L,為,23
21478,為政,8,"general noun",isei,governing,L,為,23
455,行為,24317,"light-verb -suru attached",kooi,act,R,為,23
2116,外為,4427,"general noun",gaitame,"foreign exchange",R,為,23
5496,人為,915,"general noun",zini,"human work",R,為,23
9791,作為,232,"light-verb -suru attached",sakui,artificiality,R,為,23
11581,無為,143,"adjectival noun, na-adjective",mui,idleness,R,為,23
14875,営為,58,"general noun",eii,business,R,為,23
15194,有為,54,"adjectival noun, na-adjective",yuui,capable,R,為,23
17912,天為,25,"general noun",teni,providential,R,為,23
18719,有為,20,"general noun",yuui,capable,R,為,23
24198,敢為,3,"general noun",kani,daring,R,為,23
24464,所為,3,"nonselfsustaining noun",sei,consequence,R,為,23
24772,不為,3,"general noun",hutame,disadvantageous,R,為,23
25038,云為,2,"light-verb -suru attached",uni,"sayings and doings",R,為,23
25744,当為,2,"general noun",tooi,"needing to be done",R,為,23
26886,所為,1,"general noun",syoi,act,R,為,23
9823,畏敬,230,"light-verb -suru attached",ikei,reverence,L,畏,24
11006,畏怖,166,"light-verb -suru attached",ihu,awe,L,畏,24
21881,畏友,7,"general noun",iyuu,"one's esteemed friend",L,畏,24
26170,畏縮,1,"light-verb -suru attached",isyuku,wince,L,畏,24
6681,胃腸,599,"general noun",ityoo,stomach,L,胃,25
10266,胃袋,203,"general noun",ibukuro,stomach,L,胃,25
12858,胃酸,101,"general noun",isan,"stomach acid",L,胃,25
12929,胃炎,99,"general noun",ien,gastritis,L,胃,25
15011,胃液,56,"general noun",ieki,"gastric juice",L,胃,25
15642,胃痛,47,"general noun",ituu,stomach-ache,L,胃,25
16235,胃壁,40,"general noun",iheki,"stomach lining",L,胃,25
16304,胃薬,39,"general noun",igusuri,"stomach medicine",L,胃,25
17680,胃癌,26,"general noun",igan,"stomach cancer",L,胃,25
21882,胃散,7,"general noun",isan,"stomach medicine",L,胃,25
21883,胃弱,7,"general noun",izyaku,dyspepsia,L,胃,25
25017,胃病,2,"general noun",ibyoo,"stomach trouble",L,胃,25
21477,尉官,8,"general noun",ikan,"officer below the rank of major",L,尉,26
8542,大尉,339,"general noun",taii,captain,R,尉,26
9751,中尉,235,"general noun",tyuui,"first lieutenant",R,尉,26
11657,少尉,139,"general noun",syooi,"second lieutenant",R,尉,26
18819,准尉,19,"general noun",zyuni,"warrant officer",R,尉,26
1145,異常,10260,"adjectival noun, na-adjective",izyoo,strangeness,L,異,27
1222,異例,9225,"adjectival noun, na-adjective",irei,exception,L,異,27
2761,異論,3009,"general noun",iron,"different opinion",L,異,27
2854,異議,2877,"general noun",igi,objection,L,異,27
3532,異動,2076,"light-verb -suru attached",idoo,change,L,異,27
4460,異変,1361,"general noun",ihen,"unusual phenomenon",L,異,27
5058,異色,1086,"adjectival noun, na-adjective",isyoku,singular,L,異,27
5214,異様,1026,"adjectival noun, na-adjective",iyoo,bizarre,L,異,27
5603,異名,881,"general noun",imyoo,"another name",L,異,27
5754,異物,826,"general noun",ibutu,"foreign substance",L,異,27
5975,異国,767,"general noun",ikoku,"foreign country",L,異,27
6277,異質,689,"adjectival noun, na-adjective",isitu,different,L,異,27
6785,異臭,581,"general noun",isyuu,"offensive smell",L,異,27
6934,異端,552,"general noun",itan,heresy,L,異,27
7261,異性,504,"general noun",isei,"the opposite sex",L,異,27
8142,異状,379,"general noun",izyoo,"something wrong",L,異,27
10177,異彩,208,"general noun",isai,conspicuousness,L,異,27
10648,異形,182,"general noun",igyoo,fantastic,L,異,27
11452,異種,147,"general noun",isyu,"different kind",L,異,27
12313,異邦,117,"general noun",ihoo,"foreign country",L,異,27
12369,異存,115,"general noun",izon,objection,L,異,27
13107,異郷,94,"general noun",ikyoo,"foreign country",L,異,27
13395,異母,87,"general noun",ibo,"different mother",L,異,27
13919,異才,75,"general noun",isai,genius,L,異,27
13965,異人,74,"general noun",izin,foreigner,L,異,27
14336,異聞,67,"general noun",ibun,"strange tale",L,異,27
16053,異説,42,"general noun",isetu,"different opinion",L,異,27
16132,異父,41,"general noun",ihu,"different father",L,異,27
16234,異化,40,"light-verb -suru attached",ika,dissimilation,L,異,27
16490,異常,37,"general noun",izyoo,strangeness,L,異,27
17090,異境,31,"general noun",ikyoo,"foreign country",L,異,27
17309,異同,29,"general noun",idoo,difference,L,異,27
17678,異義,26,"general noun",igi,"different meaning",L,異,27
18271,異見,22,"general noun",iken,"different opinion",L,異,27
18272,異体,22,"general noun",itai,"different body",L,異,27
18570,異本,20,"general noun",ihon,"different edition",L,異,27
18743,異称,19,"general noun",isyoo,alias,L,異,27
19737,異教,14,"general noun",ikyoo,paganism,L,異,27
20235,異風,12,"general noun",ihuu,"unusual customs",L,異,27
21101,異類,9,"general noun",irui,varieties,L,異,27
22859,異域,5,"general noun",iiki,"foreign lands",L,異,27
22860,異字,5,"general noun",izi,"different character",L,異,27
25013,異数,2,"general noun",isuu,unusual,L,異,27
25014,異腹,2,"general noun",ihuku,"child of a different mother",L,異,27
4431,特異,1378,"adjectival noun, na-adjective",tokui,unique,R,異,27
4640,驚異,1270,"general noun",kyooi,wonder,R,異,27
5446,変異,935,"light-verb -suru attached",heni,variation,R,異,27
7155,差異,519,"general noun",sai,difference,R,異,27
10539,奇異,188,"adjectival noun, na-adjective",kii,odd,R,異,27
13357,怪異,88,"adjectival noun, na-adjective",kaii,strangeness,R,異,27
14833,小異,59,"general noun",syooi,"minor differences",R,異,27
17642,特異,27,"general noun",tokui,unique,R,異,27
22292,妖異,7,"general noun",yooi,"mysterious occurrence",R,異,27
23395,霊異,5,"general noun",reii,miracle,R,異,27
1004,移植,11711,"light-verb -suru attached",isyoku,transplanting,L,移,28
1045,移動,11315,"light-verb -suru attached",idoo,movement,L,移,28
1070,移籍,11090,"light-verb -suru attached",iseki,"changing household registry",L,移,28
1265,移転,8904,"light-verb -suru attached",iten,moving,L,移,28
1376,移設,7991,"light-verb -suru attached",isetu,relocation,L,移,28
1394,移行,7900,"light-verb -suru attached",ikoo,"switching over to",L,移,28
1643,移民,6327,"light-verb -suru attached",imin,emigration,L,移,28
1832,移譲,5520,"light-verb -suru attached",izyoo,transfer,L,移,28
2675,移住,3183,"light-verb -suru attached",izyuu,migration,L,移,28
3462,移送,2153,"light-verb -suru attached",isoo,transfer,L,移,28
3528,移管,2077,"light-verb -suru attached",ikan,"transfer of control",L,移,28
7340,移入,491,"light-verb -suru attached",inyuu,importation,L,移,28
10988,移築,167,"light-verb -suru attached",itiku,"dismantling an historic building and reconstructing it elsewhere",L,移,28
14490,移駐,64,"light-verb -suru attached",ityuu,moving,L,移,28
17679,移乗,26,"light-verb -suru attached",izyoo,transferring,L,移,28
21102,移調,9,"light-verb -suru attached",ityoo,transposition,L,移,28
22344,移出,6,"light-verb -suru attached",isyutu,export,L,移,28
24124,移流,3,"general noun",iryuu,advection,L,移,28
26171,移項,1,"light-verb -suru attached",ikoo,transposition,L,移,28
1996,推移,4836,"light-verb -suru attached",suii,transition,R,移,28
5664,転移,855,"light-verb -suru attached",teni,moving,R,移,28
19009,遷移,18,"light-verb -suru attached",seni,transition,R,移,28
23310,変移,5,"light-verb -suru attached",heni,change,R,移,28
5759,萎縮,825,"light-verb -suru attached",isyuku,withering,L,萎,29
3544,偉大,2069,"adjectival noun, na-adjective",idai,greatness,L,偉,30
6105,偉業,733,"general noun",igyoo,"great enterprise",L,偉,30
9775,偉人,233,"general noun",izin,"great man",L,偉,30
19982,偉才,13,"general noun",isai,genius,L,偉,30
20232,偉容,12,"general noun",iyoo,dignity,L,偉,30
25010,偉功,2,"general noun",ikoo,"great deed",L,偉,30
25011,偉材,2,"general noun",izai,"extraordinary talent",L,偉,30
26168,偉観,1,"general noun",ikan,"magnificent sight",L,偉,30
26169,偉勲,1,"general noun",ikun,"great achievement",L,偉,30
22900,魁偉,5,"adjectival noun, na-adjective",kaii,brawny,R,偉,30
25998,雄偉,2,"general noun",yuui,magnificent,R,偉,30
3719,椅子,1898,"general noun",isu,chair,L,椅,31
9809,語彙,231,"general noun",goi,vocabulary,R,彙,32
149,意見,52177,"light-verb -suru attached",iken,opinion,L,意,33
278,意味,35624,"light-verb -suru attached",imi,meaning,L,意,33
287,意識,34656,"light-verb -suru attached",isiki,consciousness,L,意,33
531,意向,21234,"general noun",ikoo,intention,L,意,33
764,意欲,15391,"general noun",iyoku,will,L,意,33
813,意思,14554,"general noun",isi,intention,L,意,33
1456,意義,7520,"general noun",igi,meaning,L,意,33
1543,意図,6876,"light-verb -suru attached",ito,intention,L,意,33
1865,意外,5368,"adjectival noun, na-adjective",igai,unexpected,L,意,33
3101,意地,2520,"general noun",izi,disposition,L,意,33
3835,意志,1785,"general noun",isi,will,L,意,33
6212,意表,704,"general noun",ihyoo,surprise,L,意,33
7113,意気,525,"general noun",iki,spirit,L,意,33
